gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TIGD5	2183482	235	37	641100	226950	0	1	0	0	50	26	8274000	5.824376e-01	1
C2CD2L	1390854	195	58	737550	241650	0	3	3	0	11	8	2109750	5.825166e-01	1
GDPD3	NaN	NaN	NaN	349500	99150	0	1	0	0	50	40	16803750	5.825273e-01	1
FURIN	833957	291	42	843300	255150	0	2	1	0	15	6	3865200	5.825913e-01	1
MYO3A	63308	873	-6	1789650	452700	0	6	3	0	36	22	6873000	5.827226e-01	1
RAD23A	1886809	335	40	394200	111600	0	1	0	0	50	15	7664400	5.828235e-01	1
PROC	443349	175	30	505350	132750	0	1	0	0	50	13	8669100	5.828299e-01	1
MAGED2	257482	NaN	20	650700	190350	0	2	0	0	37	16	5640150	5.831594e-01	1
COL20A1	1278630	332	62	1338900	432750	0	3	2	0	50	18	7207350	5.831840e-01	1
KCNN4	452493	192	-2	446850	145350	0	1	2	0	9	4	1769100	5.833729e-01	1
WDR33	605495	187	43	1579350	446550	0	3	1	0	50	20	9287550	5.834697e-01	1
NFE2L1	1205950	255	20	804000	246750	0	4	0	0	50	29	11089200	5.834889e-01	1
BCDIN3D	1291800	231	45	308100	90150	0	1	0	0	50	30	11256600	5.834924e-01	1
OR8D4	89099	736	-8	327150	97200	0	1	0	0	50	27	10831350	5.835085e-01	1
SAGE1	246199	NaN	26	991050	264000	0	1	0	0	50	21	10696050	5.835238e-01	1
CD34	320873	450	22	412950	128400	0	1	0	0	50	24	12252900	5.836376e-01	1
CBFA2T3	967879	252	41	688050	214650	0	2	0	0	50	19	9855300	5.837659e-01	1
ICOSLG	1128093	219	76	329250	90600	0	1	0	0	50	21	8639100	5.837679e-01	1
GAK	679769	256	41	1407150	412650	0	6	1	0	50	16	10601400	5.838747e-01	1
FAM9B	47340	NaN	-11	222300	43650	0	1	0	0	50	50	13183800	5.839039e-01	1
PEX5	1322142	267	27	709950	203100	0	1	0	0	8	3	1431900	5.839410e-01	1
THEG	901402	578	-17	409350	117150	0	2	0	0	50	30	8789250	5.841503e-01	1
STRA8	425774	594	40	364800	95550	0	1	1	0	41	17	7898250	5.841680e-01	1
LATS1	431427	210	40	1207650	330000	0	3	0	0	9	3	1495950	5.842246e-01	1
ARNTL2	544579	377	40	712500	177600	0	1	0	0	50	23	8286450	5.842385e-01	1
MOCS2	204924	419	-5	287700	63300	0	1	0	0	50	23	8194050	5.842745e-01	1
LIG1	973756	431	26	1002150	288450	0	1	0	0	50	20	10350150	5.843728e-01	1
PCDH11X	123263	NaN	-21	1458600	426900	0	4	3	0	37	15	5348400	5.843844e-01	1
SLC2A13	70254	909	-18	687000	206250	0	2	0	0	8	1	1912650	5.844225e-01	1
TCERG1L	2679	871	-27	622050	191100	0	3	0	0	50	30	8695350	5.844387e-01	1
CLCNKA	886121	197	43	739800	223200	0	2	1	0	50	23	8468700	5.845307e-01	1
ARC	300961	567	26	411450	124500	0	1	1	0	50	20	10304250	5.845426e-01	1
POLL	843302	421	19	608250	183750	0	2	1	0	50	28	9036450	5.845440e-01	1
ANLN	332583	329	21	1261050	340500	0	3	0	0	50	8	9035250	5.846871e-01	1
SEL1L2	116952	820	-29	777300	188850	0	5	1	0	50	24	8672700	5.846937e-01	1
EFEMP1	376977	264	-15	544500	140400	0	3	2	0	27	13	4410000	5.851044e-01	1
EIF4G1	1447013	268	44	1707600	508200	0	8	1	0	50	27	11828550	5.851262e-01	1
ZNF804A	18097	1171	4	1297650	341250	0	3	2	0	16	6	3234600	5.852116e-01	1
HSD17B4	302141	472	27	814800	221550	0	2	1	0	50	12	7933200	5.852795e-01	1
VLDLR	192846	541	-1	973650	238650	0	2	0	0	50	18	8701500	5.853458e-01	1
INSR	558979	505	21	1486950	417900	0	5	0	0	6	0	1261650	5.853489e-01	1
CSAD	1729009	191	55	565500	164850	0	1	1	0	50	10	7703400	5.855149e-01	1
SUCLA2	322899	636	35	508500	136800	0	1	1	0	50	11	7504050	5.855315e-01	1
FAM160A2	466636	728	4	1007550	342900	0	3	2	0	24	9	3566400	5.855465e-01	1
C2orf43	491470	393	16	358800	92100	0	1	0	0	50	20	8958300	5.856679e-01	1
PAQR7	746382	372	24	357750	112500	0	1	0	0	50	28	12179700	5.856929e-01	1
NLRP12	783610	486	-58	1155600	338400	0	4	2	0	50	50	12291300	5.857174e-01	1
OR10P1	1678592	523	-8	313800	109650	0	1	0	0	50	26	9962250	5.860197e-01	1
ZNF778	1307930	254	38	781650	211050	0	1	0	0	50	22	8730600	5.860412e-01	1
PRKCA	206987	603	-27	753150	185100	0	1	0	0	50	33	11680050	5.860550e-01	1
TMEFF1	238688	591	-11	422250	108300	0	1	0	0	50	15	8136300	5.861024e-01	1
PPP2R2A	194762	353	13	518250	121200	0	2	0	0	50	23	8724600	5.861410e-01	1
CD40	559725	526	55	323400	67200	0	1	0	0	50	14	5864400	5.861430e-01	1
ATXN2L	1146511	221	56	1218000	378600	0	4	1	0	9	11	3347400	5.862550e-01	1
MZF1	2673870	276	11	758400	242850	0	2	1	0	50	32	10203750	5.864151e-01	1
MAP2	109927	678	-9	2035200	576600	0	3	2	0	50	31	10515150	5.864259e-01	1
GAP43	43284	622	-2	303450	85800	0	1	1	0	50	23	8591400	5.864444e-01	1
CCDC18	657064	412	9	1591350	371550	0	2	0	0	24	11	3856050	5.864768e-01	1
OR5W2	4214	1074	-46	324000	94950	0	1	0	0	50	21	8436900	5.865436e-01	1
CHAD	1332860	200	23	375150	117150	0	1	1	0	50	22	10187550	5.867630e-01	1
TRIML1	32696	595	-20	506250	135900	0	1	1	0	50	32	7633200	5.867789e-01	1
C1QBP	1145030	544	24	303600	88350	0	1	0	0	50	25	9274650	5.867902e-01	1
ARHGEF10	100967	551	-24	1467000	399150	0	3	1	0	45	37	9938850	5.868010e-01	1
ATIC	530312	531	12	648150	179400	0	2	1	0	50	27	9276900	5.869319e-01	1
KCNJ5	194422	602	1	444600	126000	0	1	1	0	50	15	8546850	5.869613e-01	1
PDE3B	364855	539	-14	1190250	339300	0	1	0	0	11	7	3336300	5.870579e-01	1
OSGIN2	251472	419	35	588600	162900	0	1	0	0	50	10	7983900	5.870755e-01	1
OR4D5	107524	830	-5	326400	104250	0	2	2	0	13	7	1539750	5.872379e-01	1
AKAP3	277828	874	18	902250	255150	0	2	0	0	24	7	4052850	5.873278e-01	1
RHBDF1	1005761	238	36	916950	269250	0	3	1	0	50	16	7004550	5.873556e-01	1
ROBO2	22183	1224	-17	1518600	388050	0	4	2	0	50	30	10630950	5.873690e-01	1
DCST1	1696720	214	44	764550	219600	0	2	1	0	50	30	10107450	5.874671e-01	1
HEY2	229400	351	-5	351750	111750	0	1	0	0	50	22	9532800	5.874999e-01	1
APOF	2869106	184	52	337650	106500	0	1	0	0	50	26	10675800	5.875107e-01	1
CLGN	134135	752	4	690000	160050	0	2	1	0	50	22	8321250	5.875205e-01	1
ZNF613	452542	838	-61	672600	168000	0	4	1	0	12	9	2054550	5.875287e-01	1
FRMPD2	112127	451	35	1418250	400650	0	3	1	0	50	26	9519000	5.875692e-01	1
OR10R2	177013	929	7	345750	107400	0	1	0	0	50	20	8587050	5.875915e-01	1
PPP1R15A	1766061	211	34	699000	216750	0	2	1	0	50	16	8567400	5.877035e-01	1
HMG20A	341694	645	30	388050	97950	0	1	0	0	50	21	10071600	5.877448e-01	1
RBM27	394957	229	31	1149750	318600	0	2	0	0	28	6	5311050	5.877993e-01	1
EPB41L1	1300256	235	50	960000	268500	0	3	1	0	50	20	9188250	5.878216e-01	1
PRG4	265627	419	-24	1451250	468000	0	4	0	0	12	5	3342150	5.879664e-01	1
GGCX	1241734	170	39	815250	234600	0	2	0	0	30	11	5320650	5.879810e-01	1
ZNF700	719617	678	-1	815250	193200	0	2	1	0	50	25	9485250	5.880186e-01	1
MAB21L2	214274	848	18	372900	113100	0	1	1	0	50	17	7987650	5.880719e-01	1
ZFP3	1399774	343	26	547500	133350	0	1	0	0	26	5	4319250	5.880902e-01	1
KCNQ5	648013	975	15	1012050	298350	0	5	2	0	50	15	8368950	5.881316e-01	1
OPN1SW	830283	310	35	373200	106050	0	1	0	0	50	21	9674250	5.881911e-01	1
ADH7	332944	854	12	448950	124800	0	2	1	0	50	22	7231050	5.882581e-01	1
PIP4K2A	196977	577	25	451950	113700	0	1	0	0	50	15	8641800	5.889130e-01	1
OR52N2	203856	922	-5	335400	98850	0	1	0	0	50	17	7165650	5.890308e-01	1
PI4KB	1256374	184	31	884100	255750	0	1	0	0	50	20	9042600	5.890746e-01	1
RCN3	2080142	210	41	355800	99150	0	1	0	0	50	21	9199800	5.891217e-01	1
MAPK12	941692	217	60	404700	111900	0	1	0	0	50	13	6820800	5.892878e-01	1
OXR1	124540	888	-2	993600	265500	0	1	0	0	50	17	9018000	5.893948e-01	1
ATP8B3	2180359	206	29	1426650	399900	0	4	2	0	50	27	9281850	5.894265e-01	1
CDK5R1	636808	587	14	315450	100350	0	1	0	0	50	22	8503500	5.894525e-01	1
EID3	NaN	NaN	NaN	356100	94800	0	1	0	0	50	40	16799400	5.894548e-01	1
IFT80	427333	617	9	867300	217200	0	3	0	0	50	19	8430300	5.895156e-01	1
FUT7	1951939	202	40	349050	117600	0	1	0	0	50	21	9013650	5.895933e-01	1
GLT1D1	34971	1008	-16	292200	81750	0	1	0	0	50	24	8529600	5.896100e-01	1
GAA	663665	237	27	1011150	309600	0	2	1	0	50	23	9870300	5.897667e-01	1
SLC25A34	683349	174	22	311850	107100	0	1	0	0	50	26	9798150	5.898103e-01	1
TCEB3B	120831	639	34	782100	235800	0	3	1	0	50	22	8489250	5.898133e-01	1
SKIV2L2	344578	395	38	1163850	291900	0	3	1	0	50	13	8508000	5.899451e-01	1
SLCO1A2	481259	873	-33	738000	193050	0	2	0	0	50	17	7205550	5.899881e-01	1
FAM102A	1604109	201	61	415200	122550	0	1	0	0	50	16	8381550	5.899889e-01	1
ITLN2	777836	441	19	360600	93000	0	1	0	0	50	21	9297600	5.901582e-01	1
CDH22	553454	583	44	862350	274800	0	4	4	0	8	6	1408650	5.901749e-01	1
USP35	549791	208	26	1060350	333300	0	4	1	0	50	18	9780600	5.903482e-01	1
KTI12	NaN	NaN	NaN	357600	122550	0	1	0	0	50	40	16827150	5.903880e-01	1
DACH1	30451	1135	-22	747750	227400	0	2	1	0	50	24	8799000	5.904204e-01	1
THBS4	354204	746	36	1055400	281100	0	2	0	0	46	13	7507650	5.905524e-01	1
CLDND1	390532	796	2	306000	78750	0	1	0	0	50	22	8223300	5.905826e-01	1
INTS4	577731	361	32	1051500	290400	0	2	0	0	29	6	6091200	5.907455e-01	1
NRXN2	1897094	411	56	1867650	602850	0	5	0	0	12	3	2688900	5.908236e-01	1
FAM160B1	208967	183	16	846600	228450	0	2	0	0	50	15	6603900	5.909677e-01	1
ACTR10	291132	545	21	459300	127050	0	1	0	0	50	16	9240000	5.912423e-01	1
SH3GLB1	315130	393	-12	403800	104700	0	1	0	0	7	1	1352250	5.913742e-01	1
THOC1	402181	689	-26	747900	177300	0	3	0	0	50	24	8237700	5.914684e-01	1
PTPLA	488883	383	4	313500	88350	0	1	0	0	50	20	7697850	5.917623e-01	1
ZNF653	1204183	265	32	652200	193800	0	1	1	0	50	23	7362150	5.918450e-01	1
XYLB	301536	437	24	594900	162450	0	1	0	0	50	13	9955650	5.918712e-01	1
SLC35A2	834040	NaN	38	471000	143250	0	2	0	0	50	18	6317850	5.918850e-01	1
ESCO1	333266	221	35	918450	231300	0	3	0	0	50	14	7705350	5.919464e-01	1
CENPL	441912	417	9	419550	117300	0	1	0	0	50	23	11693400	5.921704e-01	1
OR9G1	NaN	NaN	NaN	316050	96150	0	1	1	0	30	17	6694350	5.921831e-01	1
USO1	482408	363	51	1013550	256350	0	3	0	0	50	10	8414400	5.923417e-01	1
FAM120A	421454	547	35	1230900	356250	0	2	0	0	50	9	7604700	5.924270e-01	1
CLCNKB	886121	197	43	789600	239100	0	1	0	0	37	15	6480900	5.925201e-01	1
ZNF213	1626425	234	44	482700	145500	0	2	0	0	50	28	9546900	5.925483e-01	1
TLR8	208025	NaN	64	1106700	302700	0	2	0	0	50	23	12249750	5.925975e-01	1
SMPD1	424837	471	17	666150	214050	0	1	0	0	50	27	8569950	5.927723e-01	1
PCSK4	2352825	221	38	797100	249600	0	3	1	0	50	17	7723200	5.927860e-01	1
MFSD2B	243145	226	33	519900	174000	0	2	1	0	50	20	7617450	5.930520e-01	1
SYNGR4	1478750	217	36	249300	74250	0	1	1	0	16	13	4157100	5.932002e-01	1
GABBR2	398895	584	32	1014000	290100	0	2	2	0	50	18	9254700	5.932135e-01	1
CUL1	517446	532	0	871950	213000	0	2	1	0	50	23	9483300	5.932317e-01	1
PTPRC	100900	412	0	1461600	361800	0	2	0	0	26	3	5689800	5.934162e-01	1
UBA5	210898	768	21	450450	116100	0	1	0	0	50	17	9503850	5.936085e-01	1
LARP4	855863	125	41	794850	211800	0	3	0	0	10	6	2182200	5.937437e-01	1
ABCC2	1035115	171	30	1670850	472050	0	4	1	0	50	17	8003850	5.938255e-01	1
ZKSCAN4	273319	502	35	586800	157500	0	4	0	0	50	17	7462050	5.938316e-01	1
KIAA1432	311104	473	36	1491450	401700	0	4	1	0	50	19	7747950	5.938991e-01	1
LHX3	799089	244	42	449250	141150	0	3	0	0	3	2	981750	5.939217e-01	1
HTR7	98852	510	-4	508050	147600	0	1	1	0	50	15	9580950	5.939720e-01	1
TTC5	371637	528	-29	478350	134100	0	2	0	0	50	25	8514900	5.940180e-01	1
COL4A2	521715	478	32	1810200	586950	0	6	1	0	50	22	10483650	5.940596e-01	1
EIF4ENIF1	750597	313	19	1057500	307350	0	2	1	0	50	17	9131850	5.941184e-01	1
GBAS	760564	642	11	324450	80100	0	1	0	0	50	25	9709800	5.943056e-01	1
DCAF15	930314	231	32	645450	188400	0	3	0	0	50	16	7788450	5.943194e-01	1
FARSB	267637	308	18	652050	174150	0	1	1	0	50	10	8668650	5.944168e-01	1
FAM151B	320158	516	35	307650	75300	0	1	0	0	50	19	7157550	5.944714e-01	1
GRAMD2	1132082	352	26	396150	103800	0	1	0	0	50	18	8774700	5.945856e-01	1
PTPRS	1002562	262	26	2078400	619350	0	7	2	0	50	15	8487600	5.947408e-01	1
OR5H6	391500	849	-2	342750	97350	0	1	0	0	50	21	8720100	5.950403e-01	1
PLEKHA1	255946	174	10	450450	116100	0	1	0	0	50	14	7970400	5.950982e-01	1
S1PR5	2036812	226	23	386700	153750	0	1	0	0	50	20	9408300	5.951226e-01	1
SLC36A1	736209	598	22	509700	152250	0	1	0	0	50	18	11271900	5.951654e-01	1
BARD1	310874	948	11	843450	224850	0	3	0	0	50	25	9739050	5.953255e-01	1
SNAPC3	201198	650	5	453150	118350	0	1	1	0	50	15	8512950	5.953783e-01	1
PNP	464497	395	17	313650	86850	0	1	0	0	50	24	9010800	5.954475e-01	1
SEC14L4	655714	288	38	453000	118950	0	1	0	0	50	13	7506300	5.954978e-01	1
SEMA3E	74057	955	-30	857250	219150	0	2	0	0	25	21	4744050	5.956170e-01	1
NR1I2	422482	474	24	514800	140400	0	1	1	0	44	19	11937750	5.956633e-01	1
OR13C8	147494	920	-31	332100	100800	0	1	0	0	50	21	8434200	5.956902e-01	1
TRIM8	878626	180	27	585450	168750	0	1	0	0	41	10	7755000	5.957497e-01	1
ZIM3	311003	924	-64	523500	122250	0	2	0	0	22	11	3661350	5.957746e-01	1
NFRKB	635581	248	-3	1400700	431250	0	2	1	0	50	24	8396400	5.960162e-01	1
ARID4B	550877	297	22	1458600	355350	0	1	2	0	34	13	5757750	5.960657e-01	1
INPP5B	445083	232	38	1015800	259500	0	1	1	0	50	14	7818450	5.961009e-01	1
FN1	585272	533	13	2684700	755550	0	7	2	0	17	5	2762250	5.961147e-01	1
PTOV1	1673246	205	37	447150	135600	0	1	1	0	50	16	8875500	5.961590e-01	1
TIMD4	135146	1235	16	408000	118950	0	1	0	0	50	15	7648200	5.961719e-01	1
C16orf59	2085452	321	49	452250	150750	0	2	1	0	50	28	8869500	5.961753e-01	1
OR13C5	147494	920	-31	332550	97200	0	1	0	0	50	21	8434200	5.961863e-01	1
FAM46C	344088	557	16	413550	117450	0	1	0	0	50	22	10943550	5.962163e-01	1
AKAP11	183147	411	51	2043450	544050	0	3	1	0	50	19	9506550	5.962940e-01	1
C8orf58	757216	224	45	380250	124650	0	1	0	0	50	20	9218700	5.964122e-01	1
NUMBL	918439	226	34	634050	205650	0	2	1	0	50	18	8414100	5.964586e-01	1
ACSM3	211686	580	23	701850	188250	0	2	0	0	13	3	2194800	5.965599e-01	1
C3orf20	540760	510	41	969000	277950	0	1	2	0	50	22	10237200	5.966711e-01	1
TNFRSF13B	1122696	237	2	315450	89550	0	1	0	0	50	19	7294950	5.966757e-01	1
TCF25	1207036	221	45	739050	206400	0	3	0	0	6	1	1990650	5.967535e-01	1
ZNF155	498673	419	-36	591600	143250	0	2	0	0	50	31	7942800	5.967924e-01	1
LSP1	871765	481	43	378750	98250	0	1	1	0	50	20	9172650	5.968036e-01	1
TRPC3	324047	634	-3	996000	270300	0	3	0	0	7	1	1287600	5.968399e-01	1
PPP1R16A	1755818	291	7	556050	174300	0	2	0	0	24	10	4565250	5.969779e-01	1
NTN3	2085452	321	49	590550	203700	0	3	0	0	33	17	5654550	5.971172e-01	1
HKDC1	726042	168	42	989700	280200	0	1	1	0	50	17	8744550	5.971652e-01	1
OR6C74	411183	816	-1	324900	97200	0	1	0	0	50	21	8217600	5.971895e-01	1
RSPH4A	247712	479	10	785100	191850	0	2	0	0	50	20	8537700	5.972478e-01	1
CCNF	2161773	309	44	849150	243000	0	2	0	0	50	24	8557200	5.973096e-01	1
TAF15	620019	235	8	653550	174900	0	2	1	0	50	22	10302600	5.974558e-01	1
AGPAT1	2119974	392	28	300300	93900	0	1	1	0	20	8	3298200	5.975827e-01	1
EPC2	91724	642	7	883800	231300	0	4	0	0	50	27	10991550	5.976251e-01	1
PRKCDBP	444453	625	-7	261750	94650	0	1	0	0	50	22	6899700	5.976492e-01	1
COL14A1	262056	839	-5	1957500	553050	0	3	1	0	24	11	5118000	5.977078e-01	1
DPYSL4	147055	416	-6	618450	178500	0	2	0	0	24	9	4679550	5.978201e-01	1
ZCCHC4	233874	611	49	576450	139950	0	2	0	0	50	19	7988550	5.978338e-01	1
PSME4	238848	489	9	2036250	536850	0	4	5	0	30	13	5193750	5.978408e-01	1
MBD3	2122824	221	35	318000	86100	0	1	0	0	50	20	7677600	5.979411e-01	1
PGBD4	409752	384	1	620250	171750	0	2	3	0	30	13	4268250	5.980924e-01	1
YIF1A	2133752	236	53	313500	96900	0	1	0	0	50	28	10315350	5.981698e-01	1
ZNF230	533136	558	-35	524250	124200	0	2	0	0	50	18	6928200	5.982275e-01	1
TNPO2	1959466	226	29	990450	265950	0	1	1	0	50	20	9871800	5.982315e-01	1
RIMKLA	573046	574	22	414450	121950	0	1	0	0	50	15	7723950	5.983065e-01	1
EPS8L2	1788356	193	48	785550	217050	0	3	2	0	32	10	4428750	5.983562e-01	1
SULT1B1	14468	1020	1	336900	76650	0	1	0	0	50	22	8862750	5.983836e-01	1
GFI1B	1887171	461	34	360300	97350	0	1	1	0	50	17	7502100	5.984451e-01	1
CCND3	467876	186	41	305250	97500	0	1	0	0	50	21	7691550	5.985719e-01	1
KIF3C	597475	166	40	840150	244350	0	2	0	0	50	25	9248400	5.986164e-01	1
NMD3	242883	581	-16	571200	136200	0	1	0	0	50	11	8132850	5.986223e-01	1
LGR4	345497	337	-18	1030650	285150	0	1	1	0	33	10	6284700	5.986704e-01	1
NSUN5	902769	422	52	507600	148500	0	1	0	0	50	16	10004850	5.987313e-01	1
HAO2	409405	720	3	378300	109500	0	1	0	0	50	18	8283300	5.988071e-01	1
OR13C9	147494	920	-31	334950	95250	0	1	1	0	50	21	8434200	5.988192e-01	1
ACLY	1857838	191	33	1202250	335850	0	3	2	0	50	16	9538800	5.988698e-01	1
TRIB2	49360	996	-2	363150	104850	0	1	1	0	50	17	7552650	5.988706e-01	1
OR52B4	363779	797	-8	330300	96750	0	1	1	0	50	24	9398400	5.989640e-01	1
PPAT	651147	594	16	561750	155550	0	2	0	0	50	19	7762800	5.990423e-01	1
MIOS	213895	446	16	950250	250350	0	1	0	0	37	11	6185250	5.990705e-01	1
PIK3R5	359348	636	10	934650	287100	0	2	0	0	50	18	8461350	5.991539e-01	1
DPPA2	22565	1096	-19	333450	84600	0	1	0	0	50	20	8021850	5.992505e-01	1
CDH7	4645	524	-49	844650	235350	0	2	0	0	50	28	9459450	5.993442e-01	1
ABHD12	608597	348	-3	460350	126900	0	1	0	0	50	14	8049900	5.994262e-01	1
PC	1649909	187	38	1245900	380850	0	2	0	0	32	6	5570850	5.995783e-01	1
ANAPC5	959300	258	39	828300	221100	0	4	0	0	50	25	10735350	5.996589e-01	1
KRT75	1194800	389	29	586650	173850	0	1	0	0	14	6	2676300	5.996673e-01	1
FAM161A	758678	249	34	719100	183150	0	2	1	0	50	21	8073750	5.998935e-01	1
LPAR5	2816983	210	61	365550	138000	0	1	1	0	50	25	10769250	6.000551e-01	1
ACSF3	1277584	239	40	606750	188400	0	2	2	0	50	22	9506550	6.000777e-01	1
FAM76B	298879	467	2	386700	88500	0	1	0	0	50	23	10546500	6.001216e-01	1
CYP27C1	354277	226	19	400500	115650	0	1	0	0	50	19	9169350	6.003494e-01	1
ELTD1	74049	903	-17	761550	196500	0	4	0	0	5	2	1306800	6.003587e-01	1
ACTL7A	336944	471	9	453450	135150	0	1	0	0	50	15	8402550	6.004024e-01	1
CDH15	1307930	254	38	849300	275250	0	4	0	0	47	21	8598450	6.006893e-01	1
LRRC52	262572	574	-22	327750	98850	0	1	0	0	50	27	10352250	6.007254e-01	1
PMPCA	1413299	233	44	566700	166800	0	2	0	0	50	25	9928650	6.008371e-01	1
OR7E24	398878	582	-50	354600	104400	0	2	0	0	50	56	13106250	6.008734e-01	1
ZHX2	426706	533	13	875550	257550	0	3	1	0	50	20	8235150	6.009559e-01	1
ESF1	123437	617	-10	963300	210300	0	3	0	0	50	17	9127500	6.009611e-01	1
DNAJB1	1008795	204	26	361800	103050	0	1	0	0	50	20	8657400	6.012092e-01	1
AZIN1	689560	171	54	499950	124200	0	1	0	0	46	12	7611450	6.012461e-01	1
UPF3B	762240	NaN	61	548100	124200	0	1	0	0	50	12	8343600	6.012837e-01	1
PWP1	122461	805	19	562950	140850	0	3	0	0	24	17	4726200	6.013214e-01	1
ARHGEF15	772200	257	20	868050	295650	0	3	1	0	35	10	5178900	6.014549e-01	1
PCYOX1L	422727	380	28	521850	156300	0	2	0	0	50	22	8149500	6.014854e-01	1
C1orf141	444524	673	-5	444300	107850	0	2	0	0	50	28	8606700	6.014904e-01	1
UTS2R	2598845	179	36	377400	148650	0	1	0	0	50	19	8612550	6.015349e-01	1
DENND5B	300830	361	17	1386450	370800	0	2	1	0	50	23	10161150	6.016292e-01	1
EIF4G2	793205	266	21	1006500	257100	0	1	1	0	50	14	7662300	6.017128e-01	1
CUL2	209586	319	7	847800	195300	0	1	0	0	50	19	8043300	6.017175e-01	1
FZD2	1261037	254	16	579750	184350	0	2	0	0	33	16	6873150	6.018274e-01	1
ZDBF2	328087	597	18	2526150	658500	0	9	0	0	14	4	2951250	6.018623e-01	1
PSMA2	163131	744	-6	260100	70650	0	1	1	0	50	27	8189850	6.018747e-01	1
STRN3	431319	370	14	872850	235050	0	2	2	0	50	25	9668400	6.019321e-01	1
HPS1	127652	581	10	768300	225750	0	1	2	0	50	26	9376650	6.020762e-01	1
S1PR4	908206	241	21	379200	141450	0	1	1	0	50	17	7816800	6.021208e-01	1
MYO5A	517214	386	19	2052750	524850	0	2	1	0	7	5	2103150	6.021490e-01	1
SLIT3	401911	706	20	1661250	459150	0	4	3	0	17	6	4068900	6.022979e-01	1
PSMC4	1335888	522	35	460350	124200	0	3	1	0	41	31	9762150	6.023853e-01	1
OR52A5	109516	1024	-15	330300	97200	0	1	0	0	50	20	7877400	6.024348e-01	1
TCF7	694434	227	60	474600	135600	0	1	0	0	50	13	7716300	6.024513e-01	1
SLCO1B1	518292	799	-25	759000	200400	0	2	0	0	50	17	7161600	6.024966e-01	1
TTC39C	292559	189	54	643950	167850	0	2	0	0	50	19	8825400	6.025778e-01	1
PAX8	633218	385	36	474900	97500	0	1	0	0	50	16	9261450	6.026205e-01	1
HSPA6	741254	448	41	662700	206700	0	3	1	0	50	20	9493650	6.026686e-01	1
ZNF99	83716	1439	-72	1148700	262950	0	4	1	0	36	29	8050950	6.027014e-01	1
AP2B1	715620	196	9	1035750	287250	0	2	2	0	50	18	9255900	6.028173e-01	1
TTC17	355422	919	-7	1254300	329700	0	3	2	0	50	24	8186250	6.028403e-01	1
DUSP26	91655	610	11	221700	69900	0	1	0	0	50	36	9122850	6.028673e-01	1
USP39	1158965	170	43	619800	166800	0	1	0	0	12	3	2081850	6.030139e-01	1
KCNT1	404991	494	38	1340100	383400	0	6	1	0	13	5	2291400	6.030486e-01	1
TSHZ2	102643	626	-18	1100250	300600	0	6	3	0	12	7	2156700	6.032642e-01	1
GLI2	183735	374	12	1642500	522450	0	4	2	0	50	22	9185400	6.034024e-01	1
ZNF398	611542	254	24	678600	198450	0	2	0	0	50	16	8014500	6.034461e-01	1
ALDH1L2	244603	334	33	1012200	274800	0	3	0	0	24	5	3667200	6.034501e-01	1
GPR152	1392213	215	53	471000	166650	0	2	0	0	21	7	2934300	6.034563e-01	1
ZNF347	392290	946	-49	912750	229800	0	3	0	0	50	13	7030200	6.034852e-01	1
AEN	393645	605	14	342300	103200	0	1	0	0	50	23	9249300	6.035289e-01	1
TTC27	358024	636	17	931350	242250	0	1	1	0	50	21	9497850	6.035783e-01	1
EPB41L5	218487	406	27	889200	227250	0	1	1	0	50	7	8646150	6.035816e-01	1
SLC9A3R2	1747301	183	46	355350	111750	0	1	0	0	50	19	8063550	6.036133e-01	1
LZTS1	157405	592	9	621450	188100	0	2	2	0	22	12	4127850	6.037542e-01	1
FKBP10	1760409	175	35	618300	184950	0	2	0	0	50	20	8833350	6.038475e-01	1
SET	1865107	197	38	359100	80100	0	1	0	0	50	24	10079850	6.039484e-01	1
SLC25A44	2294665	211	39	330900	99750	0	1	0	0	50	23	8926200	6.041446e-01	1
ECHDC3	371900	163	15	317550	100050	0	1	1	0	50	25	9249750	6.042162e-01	1
SNAI3	802673	189	41	300300	99750	0	1	1	0	50	25	8743050	6.043932e-01	1
LIN54	667566	169	45	795600	238500	0	2	1	0	50	24	8822100	6.044127e-01	1
DTX1	562320	387	44	644850	207900	0	3	1	0	50	20	9199950	6.044401e-01	1
EML3	2695768	217	42	949950	298800	0	3	1	0	50	22	9990300	6.044692e-01	1
EIF3D	1184089	359	38	616050	150300	0	1	1	0	50	32	8869350	6.046588e-01	1
RNF148	53042	1027	6	322800	90300	0	1	0	0	50	26	9735750	6.047884e-01	1
PSMD11	657957	438	15	469650	124800	0	1	0	0	50	14	8093250	6.047900e-01	1
PSAP	765338	182	40	586500	152850	0	2	0	0	10	1	1545900	6.048576e-01	1
WDR25	410676	215	23	574950	171600	0	1	1	0	50	12	8666850	6.048827e-01	1
TRPV2	829707	254	8	814950	241200	0	6	0	0	50	24	9242550	6.050727e-01	1
NODAL	550900	338	42	365400	108900	0	1	0	0	50	18	7863450	6.051585e-01	1
YY1AP1	2262876	167	29	869700	252150	0	3	0	0	50	24	10733400	6.051932e-01	1
SLCO2A1	547213	487	21	689400	203400	0	2	0	0	50	14	7254450	6.052126e-01	1
FBXL18	1906749	195	34	737550	241200	0	2	0	0	50	18	9587100	6.052902e-01	1
